County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
"Delta County, TX",48119,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,52,5331,975.4,728.5,1279.1,135.3,696.2,515,920.4,0.0%
"Denton County, TX",48121,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,54,887207,6.1,4.6,7.9,0.8,5.8,4.3,7.5,0.0%
"Denton County, TX",48121,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,11,887207,Unreliable,0.6,2.2,0.4,Unreliable,0.6,2.1,0.0%
"Denton County, TX",48121,Alcohol-induced causes,A,All other alcohol-induced causes,A9,45,887207,5.1,3.7,6.8,0.8,4.7,3.4,6.4,0.0%
"Denton County, TX",48121,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,4002,887207,451.1,437.1,465.1,7.1,582.8,564.1,601.6,0.1%
"DeWitt County, TX",48123,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,266,20160,1319.4,1160.9,1478,80.9,903.1,790.6,1015.7,0.0%
"Dickens County, TX",48125,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,29,2211,1311.6,878.4,1883.7,243.6,873.2,559.5,1299.3,0.0%
"Dimmit County, TX",48127,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,103,10124,1017.4,820.9,1213.9,100.2,843.7,675.7,1011.7,0.0%
"Donley County, TX",48129,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,56,3278,1708.4,1290.5,2218.4,228.3,1196.6,872.8,1601.2,0.0%
"Duval County, TX",48131,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,114,11157,1021.8,834.2,1209.3,95.7,783.6,635,932.2,0.0%
"Eastland County, TX",48133,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,272,18360,1481.5,1305.4,1657.5,89.8,983,859.6,1106.5,0.0%
"Ector County, TX",48135,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,166223,15,9.7,22.2,3,15.2,9.8,22.7,0.0%
"Ector County, TX",48135,Alcohol-induced causes,A,All other alcohol-induced causes,A9,17,166223,Unreliable,6,16.4,2.5,Unreliable,6.3,17.3,0.0%
"Ector County, TX",48135,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1226,166223,737.6,696.3,778.9,21.1,947.3,893.1,1001.5,0.0%
"Edwards County, TX",48137,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,25,1932,1294,837.4,1910.2,258.8,719.3,433.1,1123.3,0.0%
"Ellis County, TX",48139,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,184826,Unreliable,2.6,10,1.7,Unreliable,2.9,11.2,0.0%
"Ellis County, TX",48139,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,184826,Unreliable,4.9,14.1,2.2,Unreliable,4.8,14.1,0.0%
"Ellis County, TX",48139,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1280,184826,692.5,654.6,730.5,19.4,727.5,686.9,768.2,0.0%
"El Paso County, TX",48141,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,81,839238,9.7,7.7,12,1.1,9.9,7.9,12.4,0.0%
"El Paso County, TX",48141,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,14,839238,Unreliable,0.9,2.8,0.4,Unreliable,1,2.9,0.0%
"El Paso County, TX",48141,Alcohol-induced causes,A,All other alcohol-induced causes,A9,79,839238,9.4,7.5,11.7,1.1,9.5,7.5,11.9,0.0%
"El Paso County, TX",48141,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,5538,839238,659.9,642.5,677.3,8.9,670.8,653,688.6,0.2%
"Erath County, TX",48143,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,312,42698,730.7,649.6,811.8,41.4,667.9,592.3,743.5,0.0%
"Falls County, TX",48145,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,178,17297,1029.1,877.9,1180.3,77.1,759.4,645,873.8,0.0%
"Fannin County, TX",48147,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,435,35514,1224.9,1109.8,1340,58.7,909.5,822.6,996.5,0.0%
"Fayette County, TX",48149,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,290,25346,1144.2,1012.5,1275.9,67.2,627.7,548.1,707.3,0.0%
"Fisher County, TX",48151,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,44,3830,1148.8,834.7,1542.2,173.2,675.7,470.6,939.7,0.0%
"Floyd County, TX",48153,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,66,5712,1155.5,893.6,1470,142.2,845.8,648.5,1084.3,0.0%
"Foard County, TX",48155,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,21,1155,1818.2,1125.5,2779.3,396.8,867.4,522.2,1354.5,0.0%
"Fort Bend County, TX",48157,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,811688,5.7,4.1,7.6,0.8,5.5,4,7.4,0.0%
"Fort Bend County, TX",48157,Alcohol-induced causes,A,All other alcohol-induced causes,A9,26,811688,3.2,2.1,4.7,0.6,3,2,4.5,0.0%
"Fort Bend County, TX",48157,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3525,811688,434.3,419.9,448.6,7.3,526,507.9,544.1,0.1%
"Franklin County, TX",48159,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,117,10725,1090.9,893.2,1288.6,100.9,718.3,581.7,854.8,0.0%
"Freestone County, TX",48161,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,227,19717,1151.3,1001.5,1301.1,76.4,832.3,720.3,944.4,0.0%
"Frio County, TX",48163,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,146,20306,719,602.4,835.6,59.5,762.2,637.3,887,0.0%
"Gaines County, TX",48165,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,131,21492,609.5,505.1,713.9,53.3,815.4,672.7,958.1,0.0%
"Galveston County, TX",48167,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,52,342139,15.2,11.4,19.9,2.1,15.3,11.3,20.1,0.0%
"Galveston County, TX",48167,Alcohol-induced causes,A,All other alcohol-induced causes,A9,46,342139,13.4,9.8,17.9,2,10.9,7.9,14.6,0.0%
"Galveston County, TX",48167,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2744,342139,802,772,832,15.3,735.1,707.1,763.2,0.1%
"Garza County, TX",48169,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,42,6229,674.3,485.9,911.4,104,717.6,517.2,970,0.0%
"Gillespie County, TX",48171,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,338,26988,1252.4,1118.9,1385.9,68.1,576.9,508.1,645.7,0.0%
"Goliad County, TX",48175,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,75,7658,979.4,770.3,1227.6,113.1,617,476.2,786.4,0.0%
"Gonzales County, TX",48177,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,217,20837,1041.4,902.9,1180,70.7,838,723.9,952.2,0.0%
"Gray County, TX",48179,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,257,21886,1174.3,1030.7,1317.8,73.2,962.4,843.2,1081.6,0.0%
"Grayson County, TX",48181,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,136212,Unreliable,3.5,13.5,2.3,Unreliable,3.4,13.1,0.0%
"Grayson County, TX",48181,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1448,136212,1063,1008.3,1117.8,27.9,833.7,789.8,877.6,0.1%
"Gregg County, TX",48183,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,123945,Unreliable,5.6,17.9,2.9,Unreliable,6.2,19.8,0.0%
"Gregg County, TX",48183,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1342,123945,1082.7,1024.8,1140.7,29.6,903.8,854.6,953,0.0%
"Grimes County, TX",48185,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,301,28880,1042.2,924.5,1160,60.1,824.5,728.9,920.1,0.0%
"Guadalupe County, TX",48187,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,166847,Unreliable,3.3,11.8,2,Unreliable,3.4,12.1,0.0%
"Guadalupe County, TX",48187,Alcohol-induced causes,A,All other alcohol-induced causes,A9,22,166847,13.2,8.3,20,2.8,11.6,7.2,17.7,0.0%
"Guadalupe County, TX",48187,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1162,166847,696.4,656.4,736.5,20.4,662.3,623.9,700.8,0.0%
"Hale County, TX",48189,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,326,33406,975.9,869.9,1081.8,54,913.4,813.5,1013.2,0.0%
"Hall County, TX",48191,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,46,2964,1552,1136.2,2070.1,228.8,916.8,651.9,1253.3,0.0%
"Hamilton County, TX",48193,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,134,8461,1583.7,1315.6,1851.9,136.8,950.1,769.6,1130.7,0.0%
"Hansford County, TX",48195,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,52,5399,963.1,719.3,1263,133.6,833.2,618.4,1098.5,0.0%
"Hardeman County, TX",48197,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,46,3933,1169.6,856.3,1560.1,172.4,726,523.2,981.4,0.0%
"Hardin County, TX",48199,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,614,57602,1065.9,981.6,1150.2,43,867.9,798,937.8,0.0%
"Harris County, TX",48201,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,567,4713325,12,11,13,0.5,11.8,10.8,12.7,0.0%
"Harris County, TX",48201,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,42,4713325,0.9,0.6,1.2,0.1,0.9,0.6,1.2,0.0%
"Harris County, TX",48201,Drug-induced causes,D,All other drug-induced causes,D9,13,4713325,Unreliable,0.1,0.5,0.1,Unreliable,0.2,0.5,0.0%
"Harris County, TX",48201,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,38,4713325,0.8,0.6,1.1,0.1,0.8,0.5,1.1,0.0%
"Harris County, TX",48201,Alcohol-induced causes,A,All other alcohol-induced causes,A9,287,4713325,6.1,5.4,6.8,0.4,6,5.3,6.7,0.0%
"Harris County, TX",48201,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,25777,4713325,546.9,540.2,553.6,3.4,644.6,636.6,652.7,0.9%
"Harrison County, TX",48203,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,66553,Unreliable,7.2,27.6,4.8,Unreliable,5.6,23.1,0.0%
"Harrison County, TX",48203,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,644,66553,967.6,892.9,1042.4,38.1,793.6,730.7,856.5,0.0%
"Hartley County, TX",48205,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,34,5576,609.8,422.3,852.1,104.6,489.8,337.1,687.9,0.0%
"Haskell County, TX",48207,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,69,5658,1219.5,948.9,1543.4,146.8,769,588.2,987.8,0.0%
"Hays County, TX",48209,Alcohol-induced causes,A,All other alcohol-induced causes,A9,25,230191,10.9,7,16,2.2,11.3,7.2,16.8,0.0%
"Hays County, TX",48209,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1144,230191,497,468.2,525.8,14.7,632.3,594.4,670.3,0.0%
"Hemphill County, TX",48211,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,33,3819,864.1,594.8,1213.5,150.4,747.3,507.7,1060.7,0.0%
"Henderson County, TX",48213,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,82737,Unreliable,9.3,28.4,4.5,Unreliable,9.9,31.7,0.0%
"Henderson County, TX",48213,Alcohol-induced causes,A,All other alcohol-induced causes,A9,12,82737,Unreliable,7.5,25.3,4.2,Unreliable,6.3,24.2,0.0%
"Henderson County, TX",48213,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1109,82737,1340.4,1261.5,1419.3,40.3,874.7,820.9,928.5,0.0%
"Hidalgo County, TX",48215,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,868707,3.8,2.6,5.3,0.7,4.3,3,6.1,0.0%
"Hidalgo County, TX",48215,Alcohol-induced causes,A,All other alcohol-induced causes,A9,40,868707,4.6,3.3,6.3,0.7,5.1,3.7,7,0.0%
"Hidalgo County, TX",48215,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,4679,868707,538.6,523.2,554,7.9,601.1,583.8,618.4,0.2%
"Hill County, TX",48217,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,456,36649,1244.2,1130,1358.4,58.3,841.7,761.8,921.6,0.0%
"Hockley County, TX",48219,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,213,23021,925.2,801,1049.5,63.4,830.7,717.4,944,0.0%
"Hood County, TX",48221,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,730,61643,1184.2,1098.3,1270.1,43.8,724.3,668.4,780.1,0.0%
"Hopkins County, TX",48223,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,431,37084,1162.2,1052.5,1272,56,882.9,797.5,968.2,0.0%
"Houston County, TX",48225,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,266,22968,1158.1,1019,1297.3,71,752.4,657.1,847.7,0.0%
"Howard County, TX",48227,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,324,36664,883.7,787.5,979.9,49.1,839.7,747.2,932.2,0.0%
"Hudspeth County, TX",48229,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,33,4886,675.4,464.9,948.5,117.6,596.5,405.3,846.7,0.0%
"Hunt County, TX",48231,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,98594,Unreliable,5.6,20,3.4,Unreliable,4.6,17.5,0.0%
"Hunt County, TX",48231,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,953,98594,966.6,905.2,1028,31.3,821.9,768.8,875,0.0%
"Hutchinson County, TX",48233,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,260,20938,1241.8,1090.8,1392.7,77,995.5,872,1119,0.0%
"Irion County, TX",48235,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14,1536,Unreliable,498.3,1529.3,243.6,Unreliable,295.8,907.7,0.0%
"Jack County, TX",48237,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,98,8935,1096.8,890.4,1336.7,110.8,919.6,743.1,1125.4,0.0%
"Jackson County, TX",48239,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,142,14760,962.1,803.8,1120.3,80.7,712.2,592,832.4,0.0%
"Jasper County, TX",48241,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,443,35529,1246.9,1130.8,1363,59.2,900.7,813.8,987.6,0.0%
"Jeff Davis County, TX",48243,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,28,2274,1231.3,818.2,1779.6,232.7,657.7,328.3,1176.9,0.0%
"Jefferson County, TX",48245,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,251565,12.3,8.4,17.5,2.2,12.1,8.1,17.4,0.0%
"Jefferson County, TX",48245,Alcohol-induced causes,A,All other alcohol-induced causes,A9,21,251565,8.3,5.2,12.8,1.8,7.6,4.6,11.7,0.0%
"Jefferson County, TX",48245,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2410,251565,958,919.8,996.3,19.5,830.8,797.1,864.6,0.1%
"Jim Hogg County, TX",48247,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,51,5200,980.8,730.3,1289.5,137.3,917.8,674.4,1220.5,0.0%
"Jim Wells County, TX",48249,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,423,40482,1044.9,945.3,1144.5,50.8,904.5,817.2,991.8,0.0%
"Johnson County, TX",48251,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,175817,Unreliable,6.1,16.2,2.4,Unreliable,6.5,17.3,0.0%
"Johnson County, TX",48251,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,175817,Unreliable,6.5,16.9,2.5,Unreliable,5.8,15.4,0.0%
"Johnson County, TX",48251,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1502,175817,854.3,811.1,897.5,22,830.4,787.6,873.2,0.1%
"Jones County, TX",48253,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,169,20083,841.5,714.6,968.4,64.7,692.5,586.4,798.5,0.0%
"Karnes County, TX",48255,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,162,15601,1038.4,878.5,1198.3,81.6,922.5,778.7,1066.3,0.0%
"Kaufman County, TX",48257,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,136154,16.2,10.1,24.5,3.4,16.3,10.2,24.7,0.0%
"Kaufman County, TX",48257,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1070,136154,785.9,738.8,833,24,895.9,840.8,950.9,0.0%
"Kendall County, TX",48259,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,382,47431,805.4,724.6,886.1,41.2,573,514.2,631.8,0.0%
"Kerr County, TX",48265,Alcohol-induced causes,A,All other alcohol-induced causes,A9,14,52600,Unreliable,14.6,44.7,7.1,Unreliable,9,34.7,0.0%
"Kerr County, TX",48265,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,713,52600,1355.5,1256,1455,50.8,732.3,672.5,792.1,0.0%
"Kimble County, TX",48267,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,53,4337,1222,915.4,1598.5,167.9,734.8,529.6,993.3,0.0%
"Kinney County, TX",48271,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,40,3667,1090.8,779.3,1485.4,172.5,643.7,448.3,895.2,0.0%
"Kleberg County, TX",48273,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,307,30680,1000.7,888.7,1112.6,57.1,1026.8,910.7,1142.9,0.0%
"Knox County, TX",48275,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,44,3664,1200.9,872.6,1612.1,181,817.3,586.5,1108.8,0.0%
"Lamar County, TX",48277,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,638,49859,1279.6,1180.3,1378.9,50.7,940.4,864.8,1016.1,0.0%
"Lamb County, TX",48279,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,156,12893,1210,1020.1,1399.8,96.9,902.9,757.2,1048.6,0.0%
"Lampasas County, TX",48281,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,235,21428,1096.7,956.5,1236.9,71.5,779.8,677,882.7,0.0%
"La Salle County, TX",48283,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,47,7520,625,459.2,831.1,91.2,625.8,458.2,834.8,0.0%
"Lavaca County, TX",48285,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,244,20154,1210.7,1058.8,1362.6,77.5,692.2,600.3,784.1,0.0%
"Lee County, TX",48287,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,159,17239,922.3,779,1065.7,73.1,723.2,607.2,839.3,0.0%
"Leon County, TX",48289,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,225,17404,1292.8,1123.9,1461.7,86.2,761,656.6,865.4,0.0%
"Liberty County, TX",48291,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,88219,Unreliable,7,23.8,3.9,Unreliable,6.7,22.7,0.0%
"Liberty County, TX",48291,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,808,88219,915.9,852.7,979.1,32.2,942.2,875.6,1008.9,0.0%
"Limestone County, TX",48293,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,289,23437,1233.1,1090.9,1375.3,72.5,918.6,808.7,1028.4,0.0%
"Lipscomb County, TX",48295,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,28,3233,866.1,575.5,1251.7,163.7,615.9,402.3,902.4,0.0%
"Live Oak County, TX",48297,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,112,12207,917.5,747.6,1087.4,86.7,606.9,490.7,723.1,0.0%
"Llano County, TX",48299,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,353,21795,1619.6,1450.7,1788.6,86.2,689.2,600.5,777.8,0.0%
"Lubbock County, TX",48303,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,310569,13.2,9.5,17.9,2.1,15.3,10.9,20.9,0.0%
"Lubbock County, TX",48303,Alcohol-induced causes,A,All other alcohol-induced causes,A9,36,310569,11.6,8.1,16,1.9,11.6,8,16.2,0.0%
"Lubbock County, TX",48303,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2544,310569,819.1,787.3,851,16.2,844.6,811.4,877.9,0.1%
"Lynn County, TX",48305,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,60,5951,1008.2,769.4,1297.8,130.2,808.1,613.6,1044.7,0.0%
"McCulloch County, TX",48307,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,122,7984,1528.1,1256.9,1799.2,138.3,989.1,802.2,1176,0.0%
"McLennan County, TX",48309,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,256623,8.6,5.4,13,1.8,9.4,5.8,14.3,0.0%
"McLennan County, TX",48309,Alcohol-induced causes,A,All other alcohol-induced causes,A9,42,256623,16.4,11.8,22.1,2.5,16.2,11.6,22.1,0.0%
"McLennan County, TX",48309,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2170,256623,845.6,810,881.2,18.2,756.7,724.3,789.1,0.1%
"Madison County, TX",48313,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,137,14284,959.1,798.5,1119.7,81.9,835.6,694,977.2,0.0%
"Marion County, TX",48315,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,149,9854,1512.1,1269.3,1754.9,123.9,890.3,731.4,1049.2,0.0%
"Martin County, TX",48317,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,45,5771,779.8,568.8,1043.4,116.2,850.9,618.2,1142.2,0.0%
"Mason County, TX",48319,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,51,4274,1193.3,888.5,1568.9,167.1,602,435.7,810.9,0.0%
"Matagorda County, TX",48321,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,418,36643,1140.7,1031.4,1250.1,55.8,911.9,822.2,1001.7,0.0%
"Maverick County, TX",48323,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,409,58722,696.5,629,764,34.4,780.2,704,856.4,0.0%
"Medina County, TX",48325,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,479,51584,928.6,845.4,1011.7,42.4,768.1,697.8,838.5,0.0%
"Menard County, TX",48327,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,29,2138,1356.4,908.4,1948,251.9,494,328.3,714,0.0%
"Midland County, TX",48329,Alcohol-induced causes,A,All other alcohol-induced causes,A9,18,176832,Unreliable,6,16.1,2.4,Unreliable,7,18.7,0.0%
"Midland County, TX",48329,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1154,176832,652.6,614.9,690.2,19.2,736.9,693.4,780.3,0.0%
"Milam County, TX",48331,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,275,24823,1107.8,976.9,1238.8,66.8,746.4,653.5,839.3,0.0%
"Mills County, TX",48333,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,86,4873,1764.8,1411.6,2179.5,190.3,882.6,686.7,1117,0.0%
"Mitchell County, TX",48335,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,84,8545,983,784.1,1217.1,107.3,903.4,719.5,1119.9,0.0%
"Montague County, TX",48337,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,314,19818,1584.4,1409.2,1759.7,89.4,1043.3,922.3,1164.3,0.0%
"Montgomery County, TX",48339,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,75,607391,12.3,9.7,15.5,1.4,12.4,9.7,15.6,0.0%
"Montgomery County, TX",48339,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,16,607391,Unreliable,1.5,4.3,0.7,Unreliable,1.4,4.1,0.0%
"Montgomery County, TX",48339,Alcohol-induced causes,A,All other alcohol-induced causes,A9,40,607391,6.6,4.7,9,1,5.8,4.1,7.9,0.0%
"Montgomery County, TX",48339,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3917,607391,644.9,624.7,665.1,10.3,663.2,642,684.4,0.1%
"Moore County, TX",48341,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,133,20940,635.1,527.2,743.1,55.1,694.2,574.5,813.9,0.0%
"Morris County, TX",48343,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,186,12388,1501.5,1285.7,1717.2,110.1,957.5,814.7,1100.3,0.0%
"Motley County, TX",48345,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,27,1200,2250,1482.8,3273.6,433,1082.8,670.3,1655.1,0.0%
"Nacogdoches County, TX",48347,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,604,65204,926.3,852.4,1000.2,37.7,859,788.9,929.2,0.0%
"Navarro County, TX",48349,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,574,50113,1145.4,1051.7,1239.1,47.8,924.4,847,1001.7,0.0%
"Newton County, TX",48351,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,148,13595,1088.6,913.2,1264,89.5,764.8,635.8,893.8,0.0%
"Nolan County, TX",48353,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,198,14714,1345.7,1158.2,1533.1,95.6,1011.2,866.5,1155.9,0.0%
